10_Digit_BBL,GeoBuilding,Latitude,Longitude
1001440040,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00846553183665,40.71798490993055],[-74.00845256781723,40.717979006239204],[-74.00845248853311,40.71797910710216],[-74.00844995025741,40.71798233291519],[-74.0080925369337,40.717819572503835],[-74.00809250379288,40.71781955719751],[-74.00795293516344,40.717755999022565],[-74.0079511033337,40.71775832786791],[-74.00772785846274,40.71765666378374],[-74.0079087207608,40.71742674138759],[-74.00806101952995,40.71723312926927],[-74.00827864853252,40.71733223656906],[-74.00827633984079,40.71733517239778],[-74.00844025797531,40.71740981818278],[-74.00869444472482,40.71752557153823],[-74.00869718177105,40.717522093561776],[-74.00881444330594,40.717575492091996],[-74.00884954889328,40.71759147885477],[-74.00884257789905,40.71760034040894],[-74.00875878382466,40.71770686904374],[-74.00881825748112,40.71773395184451],[-74.008724575239,40.71785304872679],[-74.00879407770027,40.71788469996673],[-74.00869372708107,40.718012273831],[-74.00866039827912,40.71805464443615],[-74.00865722573936,40.71805867715834],[-74.00864939201429,40.71806863648679],[-74.00846553183665,40.71798490993055]]]]},""properties"":{""name"":null,""base_bbl"":""1001440040"",""shape_area"":""0.0"",""heightroof"":""386.48764143"",""mpluto_bbl"":""1001440040"",""cnstrct_yr"":""1930"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""12"",""geomsource"":""Photogramm"",""bin"":""1001572"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""659412"",""shape_len"":""0.0""}}",-74.0082676095733,40.7176508895892
1003720031,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-73.97876785333435,40.72079854970703],[-73.9788909770951,40.72062654168284],[-73.97903628321475,40.72068675019376],[-73.97891315971806,40.720858757471404],[-73.97876785333435,40.72079854970703]]]]},""properties"":{""name"":null,""base_bbl"":""1003720031"",""shape_area"":""0.0"",""heightroof"":""77.6635445"",""mpluto_bbl"":""1003720031"",""cnstrct_yr"":null,""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""11"",""geomsource"":""Photogramm"",""bin"":""1089954"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""1268635"",""shape_len"":""0.0""}}",-73.9789020683873,40.720742649613
1001480010,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00744960779366,40.71727243629618],[-74.00746076920286,40.71725828765997],[-74.00731640527594,40.71719235707586],[-74.00720740224952,40.71714257475001],[-74.00713722666644,40.71711052546589],[-74.0072521969319,40.716964786033095],[-74.0073105504565,40.71689081444334],[-74.00746941729425,40.716963369150065],[-74.00775035795093,40.71709167326663],[-74.00778132995951,40.717105818190674],[-74.00759684577311,40.71733967946661],[-74.00748333994117,40.717287841835535],[-74.00744960779366,40.71727243629618]]]]},""properties"":{""name"":null,""base_bbl"":""1001480010"",""shape_area"":""0.0"",""heightroof"":""109.21"",""mpluto_bbl"":""1001480010"",""cnstrct_yr"":""1891"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""15"",""geomsource"":""Photogramm"",""bin"":""1001621"",""lstmoddate"":""2020-01-28T00:00:00.000"",""doitt_id"":""301028"",""shape_len"":""0.0""}}",-74.0074607581166,40.71711524659
1001480015,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.0073105504565,40.71689081444334],[-74.0072521969319,40.716964786033095],[-74.00713722666644,40.71711052546589],[-74.00712606521326,40.71712467407103],[-74.00720034309343,40.71715859706683],[-74.00722919285685,40.71717177242265],[-74.00719246136956,40.717218333795],[-74.00727406457726,40.71725560167976],[-74.00733983626571,40.717285639421185],[-74.00737656650358,40.71723907800233],[-74.00744960779366,40.71727243629618],[-74.00748333994117,40.717287841835535],[-74.00759684577311,40.71733967946661],[-74.00752113469755,40.71743565269299],[-74.00744884686569,40.71752728698958],[-74.00736739117598,40.717490086758815],[-74.00728535798733,40.71745262175689],[-74.00717567636492,40.71740253057064],[-74.00708323259995,40.71736031137965],[-74.00698925621482,40.71731739251089],[-74.00686071115562,40.71725868518664],[-74.00644670237335,40.71706960380139],[-74.00667393537542,40.716781559997884],[-74.00677918952118,40.716648137870926],[-74.00696855935561,40.71673462506395],[-74.00723267475156,40.71685524831263],[-74.0073105504565,40.71689081444334]],[[-74.00682627569387,40.71705389503538],[-74.00697415402932,40.717121132662506],[-74.00704247659093,40.71703413742906],[-74.0070493483616,40.717025388553054],[-74.00704034845049,40.71702129628545],[-74.00670214480809,40.716867521954356],[-74.00669966286111,40.71686639375964],[-74.0066618791802,40.71691450210218],[-74.00677593525893,40.71696636122502],[-74.00686319894308,40.71700603883392],[-74.00682614780425,40.71705321605838],[-74.00682578806116,40.71705367353882],[-74.00682627569387,40.71705389503538]]]]},""properties"":{""name"":null,""base_bbl"":""1001480015"",""shape_area"":""0.0"",""heightroof"":""268.52"",""mpluto_bbl"":""1001487501"",""cnstrct_yr"":""1929"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""18"",""geomsource"":""Photogramm"",""bin"":""1001622"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""67413"",""shape_len"":""0.0""}}",-74.0066935579277,40.7170877381435
1001500031,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00583687703221,40.7149592987795],[-74.00616206769887,40.71506695765298],[-74.00617072998503,40.715096464210504],[-74.00622192807155,40.71512754436923],[-74.00612347138372,40.71525445946554],[-74.00610039846465,40.71528420094342],[-74.00610477044954,40.71528616382408],[-74.00600601628274,40.715413461549886],[-74.00577074107265,40.71530778969722],[-74.00557322361828,40.71521907485104],[-74.00580562091709,40.7149417386075],[-74.00582608314302,40.71495323438918],[-74.00583687703221,40.7149592987795]]]]},""properties"":{""name"":null,""base_bbl"":""1001500031"",""shape_area"":""0.0"",""heightroof"":""234.53"",""mpluto_bbl"":""1001500031"",""cnstrct_yr"":""1910"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""31"",""geomsource"":""Photogramm"",""bin"":""1001648"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""649858"",""shape_len"":""0.0""}}",-74.0058955366483,40.715177600653
1001507504,,,
1001627501,,,
1001707501,,,
1001717501,,,
1001717503,,,
1001750029,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00331184060879,40.71791499859459],[-74.00340784299027,40.717798341929125],[-74.003874858381,40.71800985515001],[-74.00386065570707,40.71802621969416],[-74.00377509513021,40.7181248094607],[-74.00335070286012,40.71793259973852],[-74.00331184060879,40.71791499859459]]]]},""properties"":{""name"":null,""base_bbl"":""1001750029"",""shape_area"":""0.0"",""heightroof"":""72.86"",""mpluto_bbl"":""1001750029"",""cnstrct_yr"":""1915"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""26"",""geomsource"":""Photogramm"",""bin"":""1001936"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""333080"",""shape_len"":""0.0""}}",-74.0035914692307,40.7179615758431
1001790056,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00823771712693,40.719158009893256],[-74.00827520965606,40.71908977827622],[-74.00828321412276,40.719061848388016],[-74.00832392334769,40.71906860197729],[-74.00832976756226,40.71904820860876],[-74.0082783758595,40.71902462255976],[-74.00823661768675,40.71900545910326],[-74.00830874752394,40.718914475410216],[-74.00832176498136,40.718920450253435],[-74.00857265390634,40.71903559174641],[-74.00854801990518,40.719187197109804],[-74.00823771712693,40.719158009893256]]]]},""properties"":{""name"":""Franklin - Hudson Building"",""base_bbl"":""1001790056"",""shape_area"":""0.0"",""heightroof"":""141.66"",""mpluto_bbl"":""1001790056"",""cnstrct_yr"":""1910"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""14"",""geomsource"":""Photogramm"",""bin"":""1002012"",""lstmoddate"":""2020-01-28T00:00:00.000"",""doitt_id"":""522379"",""shape_len"":""0.0""}}",-74.0084046415051,40.7190660956277
1001890030,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00717452552513,40.719729213182184],[-74.00720319454457,40.71956008665282],[-74.00720969408138,40.71952174434067],[-74.00721621490132,40.71948327775619],[-74.00731198627477,40.71949267573729],[-74.0073054595954,40.71953117924839],[-74.00734920457727,40.71953547189597],[-74.00735574305952,40.719496896340864],[-74.00740840863389,40.71950206459171],[-74.00747834851026,40.719508927357595],[-74.00747510532626,40.719528062500615],[-74.0074366754613,40.719754770124155],[-74.00722641957142,40.71973427260253],[-74.00717452552513,40.719729213182184]]]]},""properties"":{""name"":null,""base_bbl"":""1001890030"",""shape_area"":""0.0"",""heightroof"":""134.62494999"",""mpluto_bbl"":""1001890030"",""cnstrct_yr"":""1895"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""11"",""geomsource"":""Photogramm"",""bin"":""1002147"",""lstmoddate"":""2020-01-28T00:00:00.000"",""doitt_id"":""812203"",""shape_len"":""0.0""}}",-74.007326439419,40.7196386307021
1001920001,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.0044618639071,40.71961589504209],[-74.00447468439532,40.71959992940685],[-74.00498519493225,40.7198372467848],[-74.00498595729744,40.71985503001818],[-74.00498821712736,40.719907763770436],[-74.00500703099642,40.72034671010663],[-74.0048878397839,40.72039279070658],[-74.0048817800318,40.72039513318937],[-74.00445499663076,40.72019673759342],[-74.00441403300994,40.720177695192106],[-74.00441399986885,40.720177680785206],[-74.0041615809656,40.72006033846235],[-74.00412034765019,40.72004117079508],[-74.00440158871287,40.71969095395053],[-74.0044618639071,40.71961589504209]]]]},""properties"":{""name"":""AT&T Telephone Building"",""base_bbl"":""1001920001"",""shape_area"":""0.0"",""heightroof"":""462.89"",""mpluto_bbl"":""1001920001"",""cnstrct_yr"":""1914"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""11"",""geomsource"":""Photogramm"",""bin"":""1002192"",""lstmoddate"":""2020-01-28T00:00:00.000"",""doitt_id"":""731108"",""shape_len"":""0.0""}}",-74.0045737201617,40.7199975356879
1001950002,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00220162276422,40.717932017801715],[-74.002261543897,40.71786025770188],[-74.0022792251689,40.717839083662035],[-74.00262478210321,40.7180061281062],[-74.00281487614173,40.718098020656356],[-74.00274717163676,40.718179102406324],[-74.00273727418251,40.7181909560544],[-74.00227302188229,40.7179665329613],[-74.00220162276422,40.717932017801715]]]]},""properties"":{""name"":null,""base_bbl"":""1001950002"",""shape_area"":""0.0"",""heightroof"":""96.74"",""mpluto_bbl"":""1001950002"",""cnstrct_yr"":""1882"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""21"",""geomsource"":""Photogramm"",""bin"":""1002318"",""lstmoddate"":""2020-01-28T00:00:00.000"",""doitt_id"":""52411"",""shape_len"":""0.0""}}",-74.0025082501206,40.7180150200881
1001950030,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00191804591555,40.71795072196489],[-74.00189581407902,40.717939956736465],[-74.00197185944859,40.71784903456895],[-74.0021303912753,40.71765948699846],[-74.00223026628156,40.71770784519554],[-74.00226625568962,40.71772527116217],[-74.00223671829637,40.717760587040225],[-74.00203168001705,40.71800574117449],[-74.00200309482872,40.717991900837255],[-74.00191804591555,40.71795072196489]]]]},""properties"":{""name"":null,""base_bbl"":""1001950030"",""shape_area"":""0.0"",""heightroof"":""87.51"",""mpluto_bbl"":""1001950030"",""cnstrct_yr"":""1868"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""18"",""geomsource"":""Photogramm"",""bin"":""1002333"",""lstmoddate"":""2020-01-28T00:00:00.000"",""doitt_id"":""190151"",""shape_len"":""0.0""}}",-74.0020810351826,40.7178326146399
1002027501,,,
1002040001,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-73.99708340242022,40.71717789681152],[-73.99706625582715,40.7171717612008],[-73.99710633860285,40.71710691558489],[-73.99713375561657,40.71711672732791],[-73.99716877248187,40.71706007620524],[-73.99714445507625,40.7170513748763],[-73.99715790907058,40.71702960898015],[-73.99718318721668,40.71698871473706],[-73.9971838583175,40.716987628738316],[-73.99735721881227,40.71704966628632],[-73.9974251069178,40.717073959083976],[-73.99742518976306,40.717073988802625],[-73.99748972860066,40.71709708380877],[-73.997377034906,40.717279401264676],[-73.99737522755036,40.71728232517961],[-73.99708340242022,40.71717789681152]]]]},""properties"":{""name"":null,""base_bbl"":""1002040001"",""shape_area"":""0.0"",""heightroof"":""84.05"",""mpluto_bbl"":""1002040001"",""cnstrct_yr"":""1920"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""39"",""geomsource"":""Photogramm"",""bin"":""1002615"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""639784"",""shape_len"":""0.0""}}",-73.9972776497791,40.7171349769554
1002070017,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-73.99918117034699,40.717909627650705],[-73.99924773799573,40.717932918894824],[-73.99941072566864,40.71798994553856],[-73.99945940910723,40.718006978923405],[-73.99942222185791,40.71806850878712],[-73.99934597002871,40.7181946716237],[-73.99931817824648,40.71818494775609],[-73.99913944326569,40.71812241064584],[-73.99906773183407,40.71809732007931],[-73.99918117034699,40.717909627650705]]]]},""properties"":{""name"":null,""base_bbl"":""1002070017"",""shape_area"":""0.0"",""heightroof"":""78.44"",""mpluto_bbl"":""1002070017"",""cnstrct_yr"":""1900"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""21"",""geomsource"":""Photogramm"",""bin"":""1002669"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""667076"",""shape_len"":""0.0""}}",-73.9992635706588,40.7180521496681
1002460001,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-73.98725547459492,40.71075865007804],[-73.9877183770359,40.71071015385607],[-73.98809610984235,40.71067057826334],[-73.98811219895904,40.710759499968376],[-73.9881245853272,40.710827952677135],[-73.98786561144304,40.710855085076524],[-73.98728394813267,40.71091602469796],[-73.98725547459492,40.71075865007804]]]]},""properties"":{""name"":""Lands End Housing"",""base_bbl"":""1002460001"",""shape_area"":""0.0"",""heightroof"":""171.57"",""mpluto_bbl"":""1002460001"",""cnstrct_yr"":""1978"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""8"",""geomsource"":""Photogramm"",""bin"":""1003144"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""543192"",""shape_len"":""0.0""}}",-73.9876900296216,40.7107933021979
1002090034,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00075023375844,40.71953209296911],[-74.00092557687266,40.719315344389535],[-74.00093315507425,40.71930597632487],[-74.00094210617864,40.719294912588516],[-74.00096584735665,40.71930603098637],[-74.00099598514878,40.71928140448792],[-74.00121509773206,40.71910235941981],[-74.0012766032338,40.71914593262374],[-74.00107551249928,40.71931013813984],[-74.0010572859174,40.71932502193469],[-74.00104027087231,40.71931295976093],[-74.0010062450786,40.71933700817759],[-74.00097753243138,40.71937250111815],[-74.00091833291599,40.71944568063332],[-74.00082144918862,40.719565442862546],[-74.00075023375844,40.71953209296911]]]]},""properties"":{""name"":null,""base_bbl"":""1002090034"",""shape_area"":""0.0"",""heightroof"":""75.0"",""mpluto_bbl"":""1002090034"",""cnstrct_yr"":""1858"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""14"",""geomsource"":""Other (Man"",""bin"":""1002695"",""lstmoddate"":""2020-01-28T00:00:00.000"",""doitt_id"":""383806"",""shape_len"":""0.0""}}",-74.0009606025242,40.7193339018086
1002140001,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.0092866038463,40.72104964252693],[-74.00933045435006,40.72077666930308],[-74.00933666233776,40.72077724692703],[-74.00951303788156,40.72079364697843],[-74.00950174938959,40.720863926383316],[-74.00948032531159,40.720997296324626],[-74.00946918929819,40.72106662117161],[-74.0093781368328,40.72105815482892],[-74.0092866038463,40.72104964252693]]]]},""properties"":{""name"":null,""base_bbl"":""1002140001"",""shape_area"":""0.0"",""heightroof"":""67.31"",""mpluto_bbl"":""1002140001"",""cnstrct_yr"":""1885"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""13"",""geomsource"":""Photogramm"",""bin"":""1002795"",""lstmoddate"":""2020-01-28T00:00:00.000"",""doitt_id"":""448634"",""shape_len"":""0.0""}}",-74.0093998210815,40.7209216454002
1002177501,,,
1002177503,,,
1002180002,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.01026180546776,40.72243311786624],[-74.01028931145818,40.72227952722274],[-74.01029147087218,40.72226746830766],[-74.01029551060502,40.72226788668338],[-74.0104381961827,40.722282678211364],[-74.01040853113616,40.722448327807385],[-74.01026180546776,40.72243311786624]]]]},""properties"":{""name"":null,""base_bbl"":""1002180002"",""shape_area"":""0.0"",""heightroof"":""116.92229984"",""mpluto_bbl"":""1002180002"",""cnstrct_yr"":""1900"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""9"",""geomsource"":""Photogramm"",""bin"":""1002822"",""lstmoddate"":""2020-01-28T00:00:00.000"",""doitt_id"":""52801"",""shape_len"":""0.0""}}",-74.0103500009247,40.7223578979507
1002180024,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.01099578602586,40.722817715310114],[-74.01102094173696,40.72268289944463],[-74.01103524840202,40.72268444514944],[-74.01107088664239,40.722688294107385],[-74.01108286011974,40.722624124456296],[-74.01139384386254,40.72265771191874],[-74.01135671568295,40.722856697545524],[-74.01103481073837,40.72282193046302],[-74.01099578602586,40.722817715310114]]]]},""properties"":{""name"":null,""base_bbl"":""1002180024"",""shape_area"":""0.0"",""heightroof"":""107.9"",""mpluto_bbl"":""1002180024"",""cnstrct_yr"":""1910"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""7"",""geomsource"":""Photogramm"",""bin"":""1002831"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""3343"",""shape_len"":""0.0""}}",-74.0111943114423,40.722740413563
1002187501,,,
1002200031,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00756761006707,40.72248649254718],[-74.00760030548703,40.72229275389342],[-74.0076021648689,40.7222817333361],[-74.00788017259114,40.7223088902183],[-74.0080163263633,40.7223221894482],[-74.0079817716294,40.72252694968304],[-74.00756761006707,40.72248649254718]]]]},""properties"":{""name"":null,""base_bbl"":""1002200031"",""shape_area"":""0.0"",""heightroof"":""76.22"",""mpluto_bbl"":""1002200031"",""cnstrct_yr"":""1901"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""12"",""geomsource"":""Photogramm"",""bin"":""1002850"",""lstmoddate"":""2020-01-28T00:00:00.000"",""doitt_id"":""490000"",""shape_len"":""0.0""}}",-74.0077919682984,40.722404341667
1002210035,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00707186649404,40.72277458891761],[-74.0071580990559,40.722707011165106],[-74.00717112591315,40.72262941796206],[-74.00744198457384,40.72265573797198],[-74.00741915586453,40.72279171996563],[-74.00726656253784,40.72291419356952],[-74.00707186649404,40.72277458891761]]]]},""properties"":{""name"":null,""base_bbl"":""1002210035"",""shape_area"":""0.0"",""heightroof"":""87.93"",""mpluto_bbl"":""1002210035"",""cnstrct_yr"":""1883"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""10"",""geomsource"":""Photogramm"",""bin"":""1002855"",""lstmoddate"":""2020-01-28T00:00:00.000"",""doitt_id"":""838161"",""shape_len"":""0.0""}}",-74.0072569319452,40.7227725265994
1002230013,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.0107242931501,40.723460131867135],[-74.01045142062505,40.72342952163324],[-74.01050839696155,40.72313553076889],[-74.01078166464734,40.72316504581249],[-74.0107242931501,40.723460131867135]]]]},""properties"":{""name"":null,""base_bbl"":""1002230013"",""shape_area"":""0.0"",""heightroof"":""106.0"",""mpluto_bbl"":""1002230013"",""cnstrct_yr"":null,""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""8"",""geomsource"":""Other (Man"",""bin"":""1090674"",""lstmoddate"":""2021-08-04T00:00:00.000"",""doitt_id"":""1285651"",""shape_len"":""0.0""}}",-74.0106165430187,40.7232976281742
1002240001,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.01073402285837,40.7239613544237],[-74.01062219197405,40.723951626688006],[-74.01060797255518,40.724046242703885],[-74.01055185049825,40.724041360797216],[-74.01054168659509,40.724108989971484],[-74.01038885348349,40.724095695236976],[-74.0103449432264,40.72409187562837],[-74.0103568206533,40.72401284046716],[-74.01036263123609,40.724013346030524],[-74.01042092882135,40.72401841693951],[-74.01046841193674,40.723702466257556],[-74.01041929267443,40.72369819329395],[-74.01043155777207,40.72361657992761],[-74.01043180725996,40.72361492296791],[-74.01062737979372,40.72363193461364],[-74.01062681816195,40.72363566907747],[-74.01062006320961,40.72368061682056],[-74.01066731111518,40.723684726879746],[-74.0106350734762,40.72389924107481],[-74.0106304692649,40.72392987952626],[-74.0107366256554,40.72393911340362],[-74.01073876807715,40.72393929960923],[-74.01074848363463,40.723874646640894],[-74.0107486361612,40.72387363535477],[-74.01089917253928,40.723886729916494],[-74.01090473691431,40.72388721386359],[-74.01090841639673,40.72386272686735],[-74.01090868124386,40.72386096544617],[-74.01098756964342,40.72386782702954],[-74.0109898020216,40.7238680213265],[-74.0110028917259,40.723780920118955],[-74.01100225610267,40.72378086524864],[-74.01090321488185,40.72377225049279],[-74.01091944026767,40.72366428239557],[-74.01118021941498,40.72368696551116],[-74.01117980442174,40.72368972831395],[-74.01115713224992,40.723840605438305],[-74.01115639566297,40.72384550878261],[-74.0111494873442,40.72389147864837],[-74.01114714015,40.72389127446004],[-74.01113887111399,40.72389055575342],[-74.01113667908102,40.72390514151384],[-74.01113397746421,40.723923118641316],[-74.01110710604416,40.72392078081312],[-74.0110945012632,40.72391968430758],[-74.01107762344992,40.72403199744562],[-74.01108816749853,40.72403291404959],[-74.01111070203024,40.7240348740869],[-74.01109122898626,40.72416445113788],[-74.01109112730511,40.72416512652958],[-74.01109059939147,40.72416508065444],[-74.01090950610038,40.72414932823801],[-74.01090991046625,40.72414663477665],[-74.01092025963047,40.724077765551364],[-74.01071915801856,40.724060272245964],[-74.01073402285837,40.7239613544237]]]]},""properties"":{""name"":null,""base_bbl"":""1002240001"",""shape_area"":""0.0"",""heightroof"":""146.00002726"",""mpluto_bbl"":""1002240001"",""cnstrct_yr"":""2007"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""9"",""geomsource"":""Photogramm"",""bin"":""1087707"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""1107625"",""shape_len"":""0.0""}}",-74.01094794188,40.7238900076458
1002260001,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00644825793485,40.72287239563606],[-74.00648112744811,40.72286336978608],[-74.00648986556288,40.7228696530483],[-74.00652428181934,40.72289439980232],[-74.00657219591956,40.722928851466285],[-74.00660961885734,40.72295576014592],[-74.00710734621121,40.72331363973668],[-74.00741434184437,40.72353437573112],[-74.00748263597443,40.72358347968675],[-74.00746104789935,40.723712609615944],[-74.00744501203674,40.723808525697],[-74.00744073431737,40.72380811173929],[-74.00731580220835,40.72379602230369],[-74.00682389815321,40.72374842187147],[-74.00632094662598,40.72369974923892],[-74.0063091811607,40.72369861074],[-74.00630921901582,40.7236983856106],[-74.00643889561111,40.72292277785831],[-74.00644727437039,40.72287266584397],[-74.00644825793485,40.72287239563606]]]]},""properties"":{""name"":null,""base_bbl"":""1002260001"",""shape_area"":""0.0"",""heightroof"":""245.44"",""mpluto_bbl"":""1002260001"",""cnstrct_yr"":""1930"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""11"",""geomsource"":""Photogramm"",""bin"":""1002934"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""475180"",""shape_len"":""0.0""}}",-74.0068958901839,40.7234584836031
1002300009,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00263698909225,40.72054864432921],[-74.00269005127275,40.720486276504246],[-74.0027037680607,40.72049301829877],[-74.00275351259712,40.7205174668576],[-74.00276080777209,40.72053593343442],[-74.00276356202215,40.720537287734885],[-74.0028244017408,40.72056718948254],[-74.00299426990055,40.72036711985847],[-74.00310456648961,40.72044555493159],[-74.0031061821296,40.72044670393836],[-74.00310330500484,40.72045009173328],[-74.00290696747763,40.7206813360301],[-74.00263698909225,40.72054864432921]]]]},""properties"":{""name"":null,""base_bbl"":""1002300009"",""shape_area"":""0.0"",""heightroof"":""86.26"",""mpluto_bbl"":""1002300009"",""cnstrct_yr"":""1884"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""10"",""geomsource"":""Photogramm"",""bin"":""1002986"",""lstmoddate"":""2020-01-28T00:00:00.000"",""doitt_id"":""70368"",""shape_len"":""0.0""}}",-74.0028715896728,40.7205877828606
1002300042,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00250849992727,40.72056071763177],[-74.00224746491493,40.720432420207835],[-74.00234551568174,40.720316939592834],[-74.00248824354355,40.720387089902644],[-74.00254804971743,40.72041648393179],[-74.0026161163068,40.720449938140455],[-74.00263821417262,40.7204607995838],[-74.00254016370134,40.720576280445876],[-74.00250849992727,40.72056071763177]]]]},""properties"":{""name"":null,""base_bbl"":""1002300042"",""shape_area"":""0.0"",""heightroof"":""76.76"",""mpluto_bbl"":""1002300042"",""cnstrct_yr"":""1861"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""12"",""geomsource"":""Photogramm"",""bin"":""1003003"",""lstmoddate"":""2020-01-28T00:00:00.000"",""doitt_id"":""268881"",""shape_len"":""0.0""}}",-74.0024428400184,40.7204466100616
1002310014,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00178930848041,40.72021592410009],[-74.0016605534174,40.720367243174124],[-74.00164604435113,40.72038429543367],[-74.00135227363377,40.720239596357935],[-74.00149553701058,40.72007122628721],[-74.00178930848041,40.72021592410009]]]]},""properties"":{""name"":null,""base_bbl"":""1002310014"",""shape_area"":""0.0"",""heightroof"":""116.0"",""mpluto_bbl"":""1002310014"",""cnstrct_yr"":""2012"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""10"",""geomsource"":""Other (Man"",""bin"":""1090587"",""lstmoddate"":""2019-02-28T00:00:00.000"",""doitt_id"":""1257099"",""shape_len"":""0.0""}}",-74.0015707906812,40.7202277608867
